icao24,r,t
400ad6,G-ATCX,C182
39154a,F-GFKK,A320
43c097,XX399,GAZL
a2c5d8,N278SV,C680
ad3556,N950H,FA50
ae07d4,90-0535,C17
405c8d,G-HKSD,
400d0d,G-BCVY,PA34
440248,OE-HNL,CL30
a54b36,N440GC,PA44
403e5c,G-BXKL,B06
405ef7,G-FFFG,F900
a2daf0,N283UP,MD11
a118a0,N17UK,SR22
400985,G-MAJC,JS41
3c7d83,D-AOLC,SB20
300168,I-BIMB,A319
401a11,G-BAMY,P28A
880002,HS-TGH,B744
400dd9,G-KAFT,DA40
43c394,AB910,SPIT
ae03dd,165353,C130
3c4e11,D-ACPQ,CRJ7
3000c5,I-BIKA,A320
40018b,VP-BRT,B737
43c38b,ZF573,BN2P
44920f,OO-DPO,B752
43c500,XZ217,LYNX
7380a5,4X-EAE,B762
ae07ee,96-0004,C17
a2f13a,N289UP,MD11
ae127e,73-1585,C130
7804ba,B-6132,A332
4910f7,CS-DGW,C25B
3a1d37,F-OHJX,A319
3433d3,EC-LBC,B752
a8259b,N624FE,MD11
ae0528,69-0002,C5
44d1c2,OO-TNB,B733
4c0646,YU-BSG,C550
76cd6a,9V-SKJ,A388
a12bcd,N175AN,B752
780147,B-HUE,B744
a955fe,N700QT,TBM7
43e757,M-ALUN,H25B
45c263,OY-PSC,B738
a63b75,N500RP,GLF4
424043,VP-BDU,GLEX
3e3529,D-ILIF,C525
aae1e8,N800AL,
405bab,G-CFGH,JAB2
508191,UR-CGV,AN12
40231a,G-TBXX,TRIN
3c55a3,D-AEMC,E190
3e3460,D-ILAM,C25A
009d93,ZS-LEO,CL60
a04dac,N119AK,HA4T
a863dd,N64LA,C421
40510f,G-CMOS,C303
480c1a,V-11,GLF4
a9600b,N703DN,B772
a4ffa5,N421DD,C421
a0cc86,N150ZZ,SR22
403c61,G-FILL,PA31
a1452b,N181J,CL60
40012,ET-ALL,B763
4ba8d2,TC-JFR,B738
4b17a5,HB-IYV,RJ1H
3b77fd,103,TBM7
896173,A6-EWA,B77L
44d99a,OO-VLZ,F50
3f9985,51+05,C160
44d98a,OO-VLJ,F50
4a9158,SE-DJX,RJ70
34138c,EC-HDO,A320
3e2e8a,D-IIVA,P180
4012c0,G-MAKI,R44
400fe7,G-EDCS,BE40
ab812b,N840PN,AC90
4240a1,VP-BDB,B733
4d03d2,LX-N20000,B703
402a9b,G-BOHM,P28A
40161c,G-ATAS,P28A
a50fcd,N425SL,C425
c06599,C-GMMI,CL60
abf694,N870CM,GLF5
484703,PH-NDK,F900
a69960,N524SF,C525
400c1f,G-BGHJ,C172
49d03d,OK-SLX,C56X
43e731,M-ERIT,A139
4841a1,PH-EDM,F900
43c257,ZJ194,H64
403f34,G-BXSR,C172
401279,G-WARP,C182
405d51,G-SJMH,DR40
40111c,G-DKNY,R44
45dd2e,OY-WIN,GLEX
491250,CS-DRP,H25B
402100000000,G-GWYN,C172
4241a0,VP-CJL,GLF5
ae07dd,93-0603,C17
342119,EC-JBK,B738
3cc226,D-CAVE,LJ35
458d35,OY-CIU,
401004,G-BABG,P28A
392232,F-GIRS,B738
8961a4,A6-EYO,A332
3c6463,D-AICC,A320
7608f9,AP-BGY,B77L
adfee8,159119,DC93
a7da0c,N605CH,GLF5
761c2b,AP-GAK,CL60
405eea,G-MIRN,
a09dec,N139PG,SR20
ae03e1,164994,C130
42419c,VP-CCE,CL60
3430cd,EC-KMI,A320
505eae,OM-FUN,BE20
484542,PH-JVD,TRIN
484acb,PH-EZA,E190
a3ec71,N352CD,SR22
4d203d,9H-AFR,GL5T
4ca1c0,EI-BYO,AT43
3c0c9c,D-ATUD,B738
4784a1,LN-RRB,B737
a92573,N689JE,GLF2
ab77a5,N838SC,GLEX
868e7c,JA777A,B77W
20018,CN-RNK,B738
43e74a,M-EGGA,BE20
43c298,XW223,PUMA
a6e3c0,N543H,GLF5
4008cf,G-SOVB,LJ45
ae064e,58-0036,K35R
71bc99,HL7499,B744
4001dd,VP-CRB,LJ60
a6eab4,N545CC,GLF5
400be4,G-CITY,PA31
a6842a,N519PG,SR22
4780bd,LN-TUI,B737
a57368,N450PG,GLF4
4012c8,G-DIGG,R44
49d00a,OK-ACH,C550
3e3f9e,D-IPHE,E50P
505000000000000,OM-OPR,C525
44d98b,OO-VLK,F50
ab288e,N818RC,CL30
a69c03,N525FE,MD11
ad2f3b,N949GP,GLEX
a9b26e,N724AF,GLEX
a768ec,N577FE,MD11
3ccd4b,D-CFAX,LJ35
a53db6,N437GA,GLF4
a32ffe,N304UP,B763
aaed55,N803DH,DC87
a95c9a,N702GH,GLF4
3c6c3a,D-AKAZ,GLEX
7101c0,HZ-AFA2,CL60
ae010d,97-0400,GLF5
c0757a,C-GSMR,F2TH
a43b3a,N372AA,B763
a82a8f,N625TX,C510
a8f38e,N676RW,GLF5
a3c4d2,N342AX,B763
3d04a7,D-CZZZ,C56X
ae058a,87-0045,C5
c0174d,C-FIVK,B772
4240bc,VP-BJV,B733
a9876e,N713CK,B742
3001c4,I-ERJE,LJ45
4400b0,OE-GLL,C550
ab8595,N841WS,GLF4
401281,G-DRLH,EC20
aab66b,N79HR,
a70e7f,N554CF,
a16e7d,N19117,B752
4ca645,EI-DYC,B738
43c0dd,XX157,HAWK
a11fc7,N17139,B752
4b39bc,HB-VWM,C525
a0529d,N12NZ,GLF4
3d1c76,D-EJAK,P28A
400c79,G-BTFT,BE58
4.04e+77,G-XSEA,RV8
ac6fe2,N900HG,F900
a54c0c,N440QS,GLF4
a7bb52,N598CA,C550
48440f,PH-AOA,A332
3912f5,F-GEXV,BE10
a1cc71,N215DS,DA40
4ba672,TC-ISR,CL30
c05b68,C-GIPZ,CL30
400c63,G-ISAY,JS41
4001c2,VP-CIC,CL60
4a9307,SE-DXG,SB05
a669b7,N512JT,GLF4
510035,EW-100PJ,CRJ1
3c6dcc,D-AKNL,A319
406101,G-OZIO,A210
4012b4,G-KASX,
498425,1016,T154
42409b,VP-BAP,B734
ad5dbc,N960SF,F900
abe56d,N866DA,B772
401230,G-AVUZ,PA32
a28733,N262J,TBM7
45ac4e,OY-KBN,A333
405839,G-CEZP,DA40
473feb,HA-YFJ,BE40
a7da6f,N605GG,CL60
3c64c5,D-AIFE,A343
3d3759,D-ETFD,BE33
3dab06,D-GLAC,PA34
4ba903,TC-JHC,B738
4b842e,TC-AAN,B738
a06ca4,N1262K,C425
a3ec40,N352AE,F900
478378,LN-RKF,A343
a8d77b,N669US,B744
484174,PH-BFW,B744
400c12,G-KWIN,F2TH
a954cd,N700CN,GLF4
4a81ac,SE-REF,A333
3d922f,D-GBPN,PA34
ae057c,87-0031,C5
a1cc39,N215BL,CL30
a44082,N373SB,GLEX
a572e9,N450JE,GLF4
401936,G-AZFI,P28R
3c10aa,D-AVIB,E135
3430cb,EC-KMS,G150
402948,G-OODW,P28A
a5a63b,N463RD,TBM8
152c97,RA-76951,IL76
4010fc,G-LVES,C182
74072b,JY-AYK,A321
a2619e,N2522V,PA31
40025,ET-ANB,B738
342418,EC-JVE,A319
4012c1,G-TOGO,RV6
a12861,N174DN,B763
3ce3c1,D-CNOB,C25B
4000a2,VP-BOK,GLEX
48a044,SP-ICE,AAT3
4b38c3,HB-VMX,C550
a41004,N361AA,B763
a17dd1,N1955M,GLEX
a05575,N120UA,B744
400ec3,G-MAJV,JS41
887800,HS-TGN,B744
400d8c,G-EZAB,A319
3950cb,F-GUGL,A318
45ac48,OY-KBH,A321
3ce986,D-CPSW,SW4
20092,CN-ROT,B738
400ca4,G-GBEN,R44
300048,I-DATM,MD82
400b48,G-REAL,AS50
4ca50e,EI-DTY,B733
3e19c3,D-IAYL,PRM1
867fc6,JA734A,B77W
4ca6a4,EI-DYO,B738
ae04f9,99-0404,GLF5
a382b3,N325UP,B763
3cecf6,D-CRAS,SH36
aa42b5,N760NA,B763
ac9788,N910JW,F900
a2a871,N270WA,MD11
89604e,A6-EMK,B772
8004df,VT-ALQ,B77W
440c71,OE-LFG,F70
4000fb,VP-BDM,A319
4911b8,CS-DMX,BE40
4ca280,EI-DEJ,A320
34149a,EC-HRP,A320
a96483,N704MF,GLEX
4d02b1,LX-JFF,TBM7
4ca0aa,EI-WAV,
508015,UR-82027,A124
c0884a,C-GZPX,CL60
4ba8c7,TC-JFG,B738
400d84,G-ELAM,PA30
484615,PH-ANO,C56X
401002,G-UTSY,P28A
393eec,F-GPXM,F100
484055,PH-BFM,B744
a31b51,N3HB,F900
3c48e8,D-ABGH,A319
4a08e7,YR-BGG,B737
380d1b,4,F900
43e734,M-NINE,BE55
ac6d23,N90DE,
406151,G-CGDW,CRUZ
400a1c,G-ONAV,PA31
403a11,G-PIGY,
706020,9K-AJF,GLF5
a980da,N711MC,GLEX
40110000000,G-OVFR,C172
a4b1d8,N401RJ,CL60
4b1784,HB-IXO,RJ1H
ae07c5,64-14830,K35R
4020ec,G-BLMG,G109
ae0406,99-0402,GLF5
ae0228,86-0030,DC10
401269,G-UFCJ,C172
4a9147,SE-DJG,E135
400dd0,G-IJAG,C182
ad5aa0,N96JL,C421
491103,CS-DHC,C550
06a249,A7-MAB,C17
39666b,F-GTZL,DR40
0a0048,7T-VJZ,A332
aa0c90,N747AE,GLF5
86ee9f,JA8919,B744
a9f2c6,N740CK,B744
a04bae,N118UA,B744
a95169,N7RX,GLF4
461f39,OH-LVL,A319
43c398,PS915,SPIT
ae07e4,94-0070,C17
a71922,N55677,P28A
4.02e+95,G-MUNI,M20P
3950c5,F-GUGF,A318
0292a4,TS-IMF,A320
4b17b1,HB-IZH,SB20
4b182e,HB-JEC,CL30
ae0609,83-0486,C130
a00131,N1NC,F2TH
424169,VP-CJD,J328
4051ab,G-NFLY,SIRA
400f67,G-DOLY,C303
7101f8,HZ-OFC5,F900
3c48af,D-ABEO,B733
3950c0,F-GUGA,A318
4bbc34,TC-OAT,MD83
393ee1,F-GPXB,F100
aae337,N800PW,
71be01,HL7601,B744
401243,G-MKEA,B742
4.51e+29,LZ-CGO,B733
3412c4,EC-HBM,B738
3c4d68,D-ACKH,CRJ9
44033f,OE-HMR,F2TH
506c04,S5-AAD,CRJ2
43be8a,VP-BZR,A320
adcf9a,N9895,F2TH
ae1240,Apr-35,C17
896139,A6-RJX,B737
403248,G-EWAW,B06
a944b7,N697A,GLF5
43c1c2,ZD951,L101
738c02,4X-ICM,B742
4ca1e0,EI-DBL,B772
a50c30,N424TM,CL30
8961a2,A6-EYM,A332
a3db13,N348AN,B763
4784be,LN-NOH,B738
a7c336,N6GU,C680
0a4005,7T-VPR,GLF4
ace5f7,N930DC,GLF4
4001c8,VP-CGO,GLEX
40106b,G-ROAD,R44
458d90,OY-CLP,C650
a9613b,N703RS,SF34
4011bd,G-BKMA,M20P
394726,F-GRZG,CRJ7
ad05ea,N9381P,PA24
a4e7c9,N415MC,B744
400aeb,G-DJJA,P28A
4e+65,G-CDWY,A109
400c19,G-DMCS,P28A
c2b3eb,177703,C17
a6fdbc,N55GV,GLF5
401c05,G-BDNU,C172
44003f,OE-LAZ,B763
a008fb,N101FU,C510
a1d065,N216GC,P28A
40121c,G-ILPY,C172
400800,G-ZAPN,B462
4c072c,YU-BZM,C56X
3c4d45,D-ACJE,CRJ1
3cdbfd,D-CKPP,SW4
400ee9,G-BYVL,G115
424162,VP-CBF,FA50
a1b103,N208PC,C208
424125,VP-BEK,CL30
62217,5U-BAG,B732
3c4849,D-ABBI,B738
adfe56,92-0375,GLF5
740727,JY-AYG,A321
4240000000000,VP-BYI,B735
c010b4,C-FGIL,CL30
503d10,LY-BIG,AN2
899087,B-16110,MD11
43e7c5,M-SPEX,B350
43c14b,ZH868,C30J
a3cc2b,N344AA,GLF4
40598e,G-ODCR,R44
780276,B-6076,A332
3e1a06,D-IBBA,C525
49d097,OK-ROM,E135
ae117b,02-1109,C17
3c09ed,D-ASTS,CL60
47800c,LN-BRI,B734
4e+27,G-LGAR,LJ60
ae0667,61-0317,K35R
a104db,N165GD,GLF4
acb60e,N918TB,GLF4
a642cd,N502QS,GLF5
4c01b5,YU-ANV,B733
42415d,VP-CHP,E135
a3b7d1,N339FX,CL60
ae1239,Apr-29,C17
43be87,VP-BZO,A320
44d032,OO-TAR,B462
a7c2bc,N6BX,F900
ae0686,60-0328,K35R
a206b0,N23FM,FA50
ae055f,85-0002,C5
ae015d,63-8879,K35R
4005f0,G-BWIR,D328
49116a,CS-DKJ,GLF5
4ca7a9,EI-EFS,B738
ac9ee4,N912JC,E135
3c56f1,D-AEWQ,B463
4784b0,LN-MMM,BE20
50810,UR-DWH,C25B
4ba8da,TC-JFZ,B738
461d3d,OH-LBX,B752
424936,VQ-BDS,GALX
4ba8ef,TC-JGO,B738
3f9988,51+08,C160
405f1d,G-SUFK,EC35
3cd357,D-CHIL,C680
43c461,XX337,HAWK
4012d6,G-EHMJ,BE35
ae0474,57-2599,K35R
424117,VP-BKY,A320
4ca1d8,EI-DBF,B763
4000a5,VP-BLB,F900
400a67,G-LIZZ,PA23
3c5eed,D-AGWM,A319
add75a,N991LF,GLF5
40012a,VP-BDL,F2TH
43c282,XW198,PUMA
401ca7,G-BEWY,B06
401b9d,G-BCRT,C150
3e1cab,D-ICBB,C340
440002,OE-LPA,B772
3e46e5,D-ISAV,C402
ae128c,69-5827,C130
458d6a,OY-CKJ,C560
4b1869,HB-JGJ,GLF4
4ca13e,252,CN35
4d03d0,LX-N90459,E3TF
c03343,C-FTKS,CRJ2
4ba8e8,TC-JGH,B738
402286,G-OMNI,P28A
30035a,I-AIGI,B762
a25c54,N251MM,GLF4
3e1a33,D-IBCT,C25A
30021a,I-ADJJ,B463
40098a,G-MAJH,JS41
3c6590,D-AILP,A319
a24a3c,N247CK,CL60
a52946,N43100,PA46
71bc85,HL7485,B744
ae05df,87-9282,C130
abba81,N855G,GLF5
4b8642,TC-ARB,CL30
3000cc,I-BIKI,A320
4ca7aa,EI-EFT,B738
89601d,A6-EKY,A332
43c290,XW214,PUMA
30014d,I-TLCM,F900
00401f,Z-ALT,DC10
343096,EC-KKO,C550
44001b,OE-LBO,A320
400dea,G-PRKR,CL60
400f4a,G-PLAL,EC35
a05327,N12UM,GLF4
a8147c,N62GB,GALX
a3577d,N314UP,B763
a649f0,N504MS,FA50
44d1c5,OO-TNE,B733
a280cd,N260UP,MD11
a2722e,N257H,GLF4
adfeba,99-0004,B752
ae123f,Apr-34,C17
498422,2801,A319
3cc1d4,D-CASA,C560
ae0537,69-0017,C5
401171,G-HOPE,BE33
440394,OE-FWW,PRM1
a7d7ca,N604TF,CL60
3001ab,I-DLOH,H25B
45d190,OY-TLP,P180
ae04b1,57-1432,K35R
4ac8d3,SE-RFS,B763
48405f,PH-KCA,MD11
c00bdc,C-FEMT,LJ35
a8bbe7,N662CP,GLF5
3c1add,D-AZEM,F900
a82540,N624BP,GLEX
484560,PH-BVC,B77W
4ba8cb,TC-JFK,B738
448d36,OO-CIV,C25A
a2ec5a,N288GS,BE20
500008,T7-VII,C650
a66695,N511QS,GLF5
484b2c,PH-JAX,BE9L
4008ef,G-LGTE,B733
44b0d3,OO-LFS,LJ45
3f9943,50+67,C160
49522b,CS-TQK,A320
732421,EP-IAA,B74S
a2071f,N23KY,P210
43c0b4,XX405,GAZL
4ba8eb,TC-JGK,B738
42423a,VP-BAJ,B721
402b06,G-BOKY,C152
a57616,N451CS,GLEX
3e4f35,D-IVER,
300332,I-SEAS,F900
aadf96,N80AT,GLF4
43e7d4,M-ABCL,A319
461f2f,OH-LVB,A319
ae1173,02-1101,C17
45ad87,OY-KLG,C560
40082f,G-DPJR,S76
395024,F-GUBE,E145
a4d256,N41FT,PA30
3c6824,D-AJAD,F900
a6a815,N528QS,GLF5
80017d,VT-AIP,A310
343142,EC-KPJ,G150
3e3838,D-IMMI,C310
a0014e,N1PG,GLF4
0d02f1,XA-ATL,GLF5
424123,VP-BRA,F2TH
405d11,G-EZDX,A319
495199,CS-TLY,FA7X
a372f3,N321KL,
a01399,N104AJ,BE9L
a801d3,N615FE,MD11
ad3253,N95AE,GLF5
a500c5,N421QS,GLF4
400fe8,G-ULES,AS50
3003000000,I-GSAL,PRM1
3c4e04,D-ACPD,CRJ7
896065,A6-EAB,A332
3e39ae,D-INAS,BE9L
40004b,VP-CBB,B738
49120e,CS-DPN,C510
48449f,P4-MIV,E135
4b0091,HB-AFP,AT72
44d1c3,OO-TNC,B733
a94d3b,N699MC,F2TH
a36a10,N319UP,B763
00b1ef,ZS-SXA,A343
aa8fc1,N78SD,CL60
06a061,A7-AEO,A333
484187,PH-HZM,B738
a00c4a,N102BQ,GLF4
390d32,F-GDJS,BE20
8004dc,VT-ALH,B77L
ae0525,68-0225,C5
45d96d,OY-VKM,A320
a008b1,N101CV,GLF4
ae0572,86-0021,C5
a002d2,N10EU,F2TH
a7d6a1,N604FJ,CL60
3c4897,D-ABDW,A320
468931,SX-BIQ,DH8A
47840000000,LN-RRG,B738
a1109b,N168NJ,GLF5
401d47,G-BFVS,AA5
463ae8,OH-WIA,C680
4b007a,HB-AES,D328
502c64,YL-ABA,LJ60
502c4b,YL-LCE,A320
4ba901,TC-JHA,B738
a0ce60,N151EX,F2TH
3c4887,D-ABDG,A320
a3e27b,N35AG,A109
a7e9ff,N609PM,GLF5
ae0527,69-0001,C5
3c6dd3,D-AKNS,A319
ae1237,Mar-26,C17
ae0808,99-0062,C17
440102,OE-IKP,CL60
a842b4,N631NW,B742
a2bb04,N275WA,MD11
484057,PH-BFO,B744
02006e,CN-ROJ,B738
459544,OY-EJD,F2TH
40542b,G-DAVZ,C182
40609a,G-LCYD,E170
a7bb9c,N598F,GLF5
3f9984,51+04,C160
a9c253,N728LW,FA50
06a04b,A7-ACL,A332
3f9955,50+85,C160
a5599c,N444BK,BE20
867512,JA704J,B772
400af0,G-IKOS,C550
ac70c9,N900SN,F900
405369,G-OCSH,CL60
4400f6,OE-LVD,F100
a7c91d,N600VC,GLF4
a9b3fb,N724SC,CL30
34208d,EC-ISQ,C56X
899113,B-18708,B744
43c531,ZD281,LYNX
46913a,SX-DIZ,B463
acbbd6,N92AE,GLF4
ab2e82,N82A,GLF4
43c5c3,XX342,HAWK
4b38c0,HB-VMU,C560
3424d5,EC-KDG,A320
a0765e,N129NS,GLF4
489527,SP-LLG,B734
491105,CS-DHE,C550
3c7d94,D-AOLT,SB20
a69c02,N525FD,C525
4ca5b3,EI-DXH,R44
40570f,G-JMMP,CL60
400bd4,G-GHRW,P28T
3cd194,D-CGRC,LJ35
3c4ce1,D-ACGA,B744
45c94a,OY-RJJ,CRJ2
4009c9,G-FRAF,FA20
ae04ab,99-0102,C560
440cb4,OE-FME,BE30
4780bc,LN-TUH,B737
3c4e08,D-ACPH,CRJ7
a79422,N588FE,MD11
a5df16,N478CT,DC10
89601c,A6-EKX,A332
42415c,VP-CHA,F900
a27706,N258UP,MD11
449615,OO-EPU,LJ45
4403ff,OE-GWV,C56X
342587,EC-KBR,GLF5
750080,9M-MPS,B744
424102,VP-BAR,FA7X
400b30,G-HMEV,F900
ae0581,87-0036,C5
10038,SU-BDG,A30B
a8c07b,N663MK,F900
00b0f3,ZS-SNI,A346
48414e,PH-HZJ,B738
44d996,OO-VLV,F50
a8c706,N665CH,C525
ae022d,86-0036,DC10
a1e114,N220AU,DC10
a96134,N703RK,GLF5
4b0ea8,HB-FOI,PC12
4d028f,LX-RSQ,C510
ac1d12,N88SF,C56X
4692c1,SX-DVA,RJ1H
3f928f,37+15,F4
04001b,ET-AME,B763
4010f7,G-BOGO,P32R
a8cbb5,N666NF,H25B
45aed0,OY-KVP,LJ45
4ca53c,EI-MSG,A109
39356a,F-GNLK,F100
a950ff,N7MR,
424101,VP-BKL,B744
4047be,G-CBSO,P28A
c023ae,C-FNNH,B772
43c278,ZJ227,H64
a3755b,N3217G,H25B
4bad01,TC-KHA,H25B
401906,G-AYWD,C182
355315,TR.20-02,C560
44046c,OE-IBN,F900
a24b06,N247LM,PA31
3424ce,EC-KCG,B738
ae0585,87-0040,C5
43e7d2,M-WHAT,EC35
48445d,PH-SOX,D328
ac6885,N899U,F2TH
44a833,OO-JAS,B737
86cf2f,JA8071,B744
89612f,A6-ETE,B77W
4b9c30,TC-GAP,GLF4
400fa4,G-WJCJ,EC55
ae1466,Jun-68,C17
341549,EC-HZS,B738
a05ce3,N122UA,B744
00be99,ZS-XRS,GLEX
a85f41,N639AX,B752
02008b,CN-ROS,B738
3929000,F-GKPD,AT72
a58ccc,N457H,GLF4
ae1174,02-1102,C17
478350,LN-RPN,B738
4ca023,251,GLF4
43c518,XZ652,LYNX
4009c2,G-GSSB,B744
3982a5,F-HAVF,JS41
aa1b46,N750NS,C750
71bc03,HL7403,B744
43e732,M-FLYI,B350
4b38e4,HB-VOE,C25A
ac3b6a,N8879A,BE35
7580a9,RP-C7475,B744
c02937,C-FPPU,DH8D
89601a,A6-EKV,A332
a2ed83,N288UP,MD11
a79de9,N590FE,MD11
471801,HA-FAB,F27
a61c53,N493MC,B744
400166,VP-BWL,A319
a8dd8b,N670US,B744
a9c240,N728LB,GLF4
3cee51,D-CROB,LJ60
342202,EC-JBD,E120
478122,125,FA20
a797d9,N589FE,MD11
a37249,N321CR,PA46
3001f3,I-TOPD,BE40
45b86e,OY-NCN,J328
3944f4,F-GRHU,A319
a98ebc,N715BC,BE36
a19272,N200EL,GLF3
44017e,OE-HFC,GALX
a2552e,N25AJ,B06
ac6c0d,N9SC,GLF5
4b1527,HB-IAH,F900
400d51,G-BGPA,C182
484500,PH-FHB,P46T
49d013,OK-CED,A321
a9bea0,N727M,B722
44f42b,CH-11,C130
400152,VP-BWE,A320
3cc83d,D-CDDD,C56X
4d02b8,LX-JFL,TBM7
c078c1,C-GTSY,A310
4012ca,G-RYNS,PA32
adfef1,161529,DC93
4b0eb7,HB-FOX,PC12
400f96,G-CGFD,CL60
43c395,MK356,SPIT
ab2475,N817ME,GLF4
400ce1,G-SLCT,DA42
a72882,N560SH,GLF3
4bc9ab,TC-RMK,F2TH
4ba8d0,TC-JFP,B738
20055,CN-RNY,A321
4d00f8,LX-LGX,E145
3ce02b,D-CMET,FA20
4d020e,LX-AAA,GLEX
406047,G-POLI,R44
3d5fc6,D-FINE,PC12
405987,G-CFCI,C172
381d5a,F-WWHH,FA50
342208,EC-HJC,SW4
343358,EC-LAE,GALX
4402f3,OE-GLX,LJ60
491305,CS-DXE,C56X
40119b,G-BTLB,WA50
7608b5,AP-BEU,A310
a40b96,N36SU,BE36
4b15c7,HB-IGL,F900
3413c3,EC-HGR,A319
400fd6,G-GENI,R44
4d03d3,LX-N19997,B703
4b17a1,HB-IYR,RJ1H
42418c,VP-CEI,CL60
4010f8,G-PROJ,R44
89911b,B-18722,B744
404ce9,G-CDER,P28A
4ca2d3,EI-DMN,B733
4843b1,PH-FHG,PA46
3d1544,D-EGHO,C182
40098d,G-MAJK,JS41
3b9bf0,129,FA10
0292a5,TS-IMG,A320
342515,EC-JZX,B712
a954bd,N700BX,GLEX
44ad44,OO-KJD,LJ45
4d400c,3A-MGA,F900
3001c3,I-CMAL,C56X
a26be1,N255UP,MD11
30016a,I-BIMD,A319
ab293a,N818Y,PA30
403fea,G-IJBB,EN48
40103d,G-GOTF,C208
3950c7,F-GUGH,A318
484b03,PH-KZV,F70
405c78,G-MEGS,C172
478384,LN-SUN,CL60
44018c,OE-HAF,F2TH
a57090,N45JE,GLEX
06804e,5X-UGF,GLF5
4951d3,CS-TNS,A320
48455d,PH-BGF,B737
a7617e,N575FE,MD11
a348a1,N310UP,B763
3425cd,EC-KDY,B733
4248f8,VQ-BBG,A332
ac77b9,N902MM,GLEX
a13a9d,N179AA,B752
a1e152,N220DF,F2TH
a324d9,N301UP,B763
a5b75f,N468AM,FA50
4d028d,LX-LOU,LJ60
4248f2,VQ-BBA,A319
4844b6,P4-ASL,B737
3c56e2,D-AEWB,B463
40004,ET-AKE,B752
a07690,N129QS,B737
449dac,OO-GML,F2TH
30038b,I-WISH,CL60
30024f,I-AZFB,H25B
405c87,G-OGSK,E135
4b7f77,T-729,B190
42480000,VQ-BAV,A319
a7e87f,N6088Z,
3e2c86,D-IIBE,PRM1
4011cd,G-JESE,AS55
ae042d,64-14834,K35R
a1854f,N19753,C172
4011b7,G-BRNT,DR40
3c4885,D-ABDE,A320
c2b3b9,15003,A310
4ba8ed,TC-JGM,B738
3cd3a6,D-CHLM,LJ45
acc647,N922H,GLF4
4240f2,VP-BYT,B735
398111,F-HAIR,FA50
3c5eee,D-AGWN,A319
3c45ce,D-AANN,CRJ2
4055a3,G-ONED,
4240000,VP-BAH,GLEX
4031d4,G-BSLA,DR40
4011000,G-BJAG,P28A
40370e,G-BUVA,PA22
4844ab,P4-ADD,GALX
406040,G-CNUK,FA7X
4ca1dc,EI-DBK,B772
400f65,G-BSPK,C195
a3c98d,N343MG,F900
400cca,G-BRDO,C177
393b00,F-GOYA,F900
43e7b2,M-GZOO,GALX
300214,I-TAKA,C56X
45d8e1,OY-VGA,CRJ2
800365,VT-SMI,GLF5
a1c4c1,N213BA,GLF3
a2cd50,N28TE,BE58
440467,OE-FNS,DA42
514013,4L-GAF,CRJ2
ae11db,76-1604,E3TF
4ba8f9,TC-JGY,B738
aa2dc9,N755NA,B752
40612c,G-EZFJ,A319
43e75e,M-ONTY,S76
a217a9,N234DB,GLF5
71bc48,HL7448,B744
4bbdcd,TC-ONM,MD88
a015e8,N1040,GLF5
02001b,CN-RNL,B737
506c0a,S5-AAI,CRJ2
a7d6c1,N604GR,CL60
424052,VP-BQW,A320
600803,4K-AZ03,A319
4b90ee,TC-DGN,F2TH
710047,HZ-AKU,B772
a632cd,N499PA,H25B
484ad0,PH-TFB,B738
7c4836,VH-OJS,B744
4ba8cd,TC-JFM,B738
400fb1,G-SAMJ,P68
4010b0,G-FFWD,C310
403fb3,G-GFEY,PA34
40005,ET-AKF,B752
3cd076,D-CGGC,LJ40
4ba8d4,TC-JFT,B738
a57621,N451DC,GLF4
43c397,PM631,SPIT
a3aa32,N335UP,B763
a0ad05,N1424C,C182
ab4c99,N827TV,E135
401c2c,G-BDVB,PA17
a6c46f,N535QS,GLF5
c2b39b,144614,CL60
ae07ea,95-0107,C17
4009d1,G-FRAP,FA20
4.01e+93,G-OAGL,B06
400f70,G-GUYS,PA34
4ba905,TC-JHE,B738
424163,VP-CLI,E135
a9c5e2,N729KF,GLEX
400d93,G-KEEF,AC11
468969,SX-BKI,B734
400cbb,G-JREE,M7
0a0024,7T-VJQ,B736
400bf6,G-BHSE,AC11
4011c5,G-HVER,R44
405426,G-LULV,DA42
401223,G-MRRY,R44
3cc194,D-CAPO,LJ35
c03150,C-FSRN,DH8D
4009ca,G-FRAH,FA20
44005e,OE-LIR,D328
c81814,ZK-DRB,C182
3c4851,D-ABBQ,B738
3c4864,D-ABCD,CL60
4040ab,G-SKUA,GLST
40109f,G-VLCN,
404232,G-BYSS,
a64465,N5025,
400b64,G-JMAX,H25B
a4fd0e,N420QS,GLF4
89904b,B-16107,MD11
a69c14,N525FX,CL30
a35dc2,N316GS,GLEX
60014,3B-NBD,A343
a37db7,N324FP,GLF4
aa2a76,N754SA,B742
acf1ec,N933ML,CL60
a2f565,N29ZE,LJ45
4d0216,LX-AFD,F900
4cc2c9,TF-MIK,J328
400053,VP-CJA,F2TH
394533,F-GRJT,CRJ1
06a05b,A7-AFE,A310
ac7037,N900LS,GLEX
424259,VP-BMF,A320
406012,G-EZTH,A320
a9c5ea,N729KP,CL60
3ce629,D-COLT,SW4
3d568b,D-FFAH,PC12
ae035e,58-0077,K35R
39ad0c,F-HLIM,C56X
30025c,I-KREM,H25B
ae07dc,93-0602,C17
c0140f,C-FHPM,GLF4
342581,EC-KCU,A320
4001f0,VP-CGB,F900
a63b6b,N500RD,GLF5
